source,destination,cost,time(in hrs)
13,125,120,2
13,126,60,1
13,127,120,2
14,14,0,0
14,15,0,0
14,16,0,0
14,17,0,0
14,18,30,0.5
14,19,180,3
14,20,180,3
14,21,210,3.5
14,22,150,2.5
14,23,150,2.5
14,24,150,2.5
14,25,180,3
14,26,150,2.5
14,27,150,2.5
14,28,240,4
14,29,60,1
14,30,120,2
14,31,180,3
14,32,120,2
14,33,60,1
14,34,210,3.5
14,35,120,2
14,36,240,4
14,37,210,3.5
14,38,240,4
14,39,120,2
14,40,180,3
14,41,210,3.5
14,42,90,1.5
14,43,120,2
14,44,90,1.5
14,45,480,8
14,46,90,1.5
14,47,90,1.5
14,48,90,1.5
14,49,90,1.5
14,50,120,2
14,51,90,1.5
14,52,120,2
14,53,90,1.5
14,54,240,4
14,55,90,1.5
14,56,0,0
14,57,90,1.5
14,58,90,1.5
14,59,270,4.5
14,60,270,4.5
14,61,300,5
14,62,30,0.5
14,63,90,1.5
14,64,60,1
14,65,60,1
14,66,150,2.5
14,67,150,2.5
14,68,60,1
14,69,60,1
14,70,30,0.5
14,71,210,3.5
14,72,180,3
14,73,60,1
14,74,60,1
14,75,240,4
14,76,210,3.5
14,77,240,4
14,78,120,2
14,79,120,2
14,80,60,1
14,81,0,0
14,82,60,1
14,83,180,3
14,84,150,2.5
14,85,150,2.5
14,86,120,2
14,87,240,4
14,88,240,4
14,89,120,2
14,90,120,2
14,91,120,2
14,92,150,2.5
14,93,90,1.5
14,94,90,1.5
14,95,240,4
14,96,120,2
14,97,60,1
14,98,90,1.5
14,99,210,3.5
14,100,0,0
14,101,90,1.5
14,102,180,3
14,103,150,2.5
14,104,120,2
14,105,210,3.5
14,106,210,3.5
14,107,120,2
14,108,90,1.5
14,109,90,1.5
14,110,60,1
14,111,210,3.5
14,112,120,2
14,113,90,1.5
14,114,90,1.5
14,115,90,1.5
14,116,180,3
14,117,180,3
14,118,210,3.5
14,119,180,3
14,120,180,3
14,121,180,3
14,122,180,3
14,123,180,3
14,124,180,3
14,125,90,1.5
14,126,240,4
14,127,270,4.5
15,15,0,0
15,16,0,0
15,17,0,0
15,18,30,0.5
15,19,150,2.5
15,20,180,3
15,21,210,3.5
15,22,150,2.5
15,23,150,2.5
15,24,150,2.5
15,25,150,2.5
15,26,150,2.5
15,27,150,2.5
15,28,240,4
15,29,60,1
15,30,120,2
15,31,180,3
15,32,120,2
15,33,30,0.5
15,34,210,3.5
15,35,120,2
15,36,240,4
15,37,210,3.5
15,38,240,4
15,39,120,2
15,40,180,3
15,41,210,3.5
15,42,90,1.5
15,43,120,2
15,44,90,1.5
15,45,480,8
15,46,90,1.5
15,47,90,1.5
15,48,90,1.5
15,49,90,1.5
15,50,90,1.5
15,51,90,1.5
15,52,120,2
15,53,90,1.5
15,54,240,4
15,55,90,1.5
15,56,0,0
15,57,90,1.5
15,58,120,2
15,59,270,4.5
15,60,270,4.5
15,61,270,4.5
15,62,30,0.5
15,63,90,1.5
15,64,60,1
15,65,60,1
15,66,150,2.5
15,67,120,2
15,68,60,1
15,69,60,1
15,70,30,0.5
15,71,180,3
15,72,180,3
15,73,30,0.5
15,74,60,1
15,75,240,4
15,76,210,3.5
15,77,240,4
15,78,120,2
15,79,120,2
15,80,60,1
15,81,0,0
15,82,60,1
15,83,150,2.5
15,84,150,2.5
15,85,150,2.5
15,86,90,1.5
15,87,240,4
15,88,210,3.5
15,89,120,2
15,90,120,2
15,91,120,2
15,92,150,2.5
15,93,90,1.5
15,94,90,1.5
15,95,240,4
15,96,120,2
15,97,30,0.5
15,98,60,1
15,99,180,3
15,100,0,0
15,101,90,1.5
15,102,180,3
15,103,150,2.5
15,104,150,2.5
15,105,210,3.5
15,106,210,3.5
15,107,120,2
15,108,60,1
15,109,90,1.5
15,110,60,1
15,111,210,3.5
15,112,120,2
15,113,90,1.5
15,114,90,1.5
15,115,90,1.5
15,116,180,3
15,117,180,3
15,118,180,3
15,119,180,3
15,120,180,3
15,121,180,3
15,122,180,3
15,123,180,3
15,124,180,3
15,125,90,1.5
15,126,210,3.5
15,127,270,4.5
16,16,0,0
16,17,0,0
16,18,30,0.5
16,19,180,3
16,20,180,3
16,21,210,3.5
16,22,150,2.5
16,23,150,2.5
16,24,150,2.5
16,25,150,2.5
16,26,150,2.5
16,27,150,2.5
16,28,240,4
16,29,60,1
16,30,120,2
16,31,180,3
16,32,120,2
16,33,60,1
16,34,210,3.5
16,35,120,2
16,36,240,4
16,37,210,3.5
16,38,240,4
16,39,120,2
16,40,180,3
16,41,210,3.5
16,42,90,1.5
16,43,120,2
16,44,90,1.5
16,45,480,8
16,46,90,1.5
16,47,90,1.5
16,48,90,1.5
16,49,90,1.5
16,50,90,1.5
16,51,90,1.5
16,52,90,1.5
16,53,90,1.5
16,54,240,4
16,55,90,1.5
16,56,0,0
16,57,90,1.5
16,58,90,1.5
16,59,270,4.5
16,60,270,4.5
16,61,300,5
16,62,30,0.5
16,63,90,1.5
16,64,60,1
16,65,60,1
16,66,150,2.5
16,67,120,2
16,68,60,1
16,69,60,1
16,70,30,0.5
16,71,210,3.5
16,72,180,3
16,73,60,1
16,74,60,1
16,75,240,4
16,76,210,3.5
16,77,240,4
16,78,120,2
16,79,120,2
16,80,60,1
16,81,0,0
16,82,60,1
16,83,150,2.5
16,84,150,2.5
16,85,150,2.5
16,86,120,2
16,87,240,4
16,88,210,3.5
16,89,120,2
16,90,120,2
16,91,120,2
16,92,150,2.5
16,93,90,1.5
16,94,90,1.5
16,95,240,4
16,96,120,2
16,97,30,0.5
16,98,90,1.5
16,99,180,3
16,100,0,0
16,101,90,1.5
16,102,180,3
16,103,150,2.5
16,104,150,2.5
16,105,210,3.5
16,106,210,3.5
16,107,120,2
16,108,90,1.5
16,109,90,1.5
16,110,60,1
16,111,210,3.5
16,112,120,2
16,113,90,1.5
16,114,90,1.5
16,115,90,1.5
16,116,180,3
16,117,180,3
16,118,210,3.5
16,119,180,3
16,120,180,3
16,121,180,3
16,122,180,3
16,123,180,3
16,124,180,3
16,125,90,1.5
16,126,210,3.5
16,127,270,4.5
17,17,0,0
17,18,30,0.5
17,19,180,3
17,20,180,3
17,21,210,3.5
17,22,150,2.5
17,23,150,2.5
17,24,150,2.5
17,25,150,2.5
17,26,150,2.5
17,27,150,2.5
17,28,240,4
17,29,60,1
17,30,120,2
17,31,180,3
17,32,120,2
17,33,60,1
17,34,210,3.5
17,35,120,2
17,36,240,4
17,37,210,3.5
17,38,240,4
17,39,120,2
17,40,180,3
17,41,210,3.5
17,42,90,1.5
17,43,120,2
17,44,90,1.5
17,45,480,8
17,46,90,1.5
17,47,90,1.5
17,48,90,1.5
17,49,90,1.5
17,50,90,1.5
17,51,90,1.5
17,52,90,1.5
17,53,90,1.5
17,54,240,4
17,55,90,1.5
17,56,0,0
17,57,90,1.5
17,58,90,1.5
17,59,270,4.5
17,60,270,4.5
17,61,300,5
17,62,30,0.5
17,63,90,1.5
17,64,60,1
17,65,60,1
17,66,150,2.5
17,67,120,2
17,68,60,1
17,69,60,1
17,70,30,0.5
17,71,210,3.5
17,72,180,3
17,73,60,1
17,74,60,1
17,75,240,4
17,76,210,3.5
17,77,240,4
17,78,120,2
17,79,120,2
17,80,60,1
17,81,0,0
17,82,60,1
17,83,150,2.5
17,84,150,2.5
17,85,150,2.5
17,86,120,2
17,87,240,4
17,88,210,3.5
17,89,120,2
17,90,120,2
17,91,120,2
17,92,150,2.5
17,93,90,1.5
17,94,90,1.5
17,95,240,4
17,96,120,2
17,97,30,0.5
17,98,90,1.5
17,99,180,3
17,100,0,0
17,101,90,1.5
17,102,180,3
17,103,150,2.5
17,104,150,2.5
17,105,210,3.5
17,106,210,3.5
17,107,120,2
17,108,90,1.5
17,109,90,1.5
17,110,60,1
17,111,210,3.5
17,112,120,2
17,113,90,1.5
17,114,90,1.5
17,115,90,1.5
17,116,180,3
17,117,180,3
17,118,210,3.5
17,119,180,3
17,120,180,3
17,121,180,3
17,122,180,3
17,123,180,3
17,124,180,3
17,125,90,1.5
17,126,210,3.5
17,127,270,4.5
18,18,30,0.5
18,19,180,3
18,20,180,3
18,21,210,3.5
18,22,180,3
18,23,150,2.5
18,24,150,2.5
18,25,180,3
18,26,150,2.5
18,27,150,2.5
18,28,240,4
18,29,60,1
18,30,120,2
18,31,180,3
18,32,120,2
18,33,60,1
18,34,210,3.5
18,35,90,1.5
18,36,240,4
18,37,210,3.5
18,38,240,4
18,39,120,2
18,40,180,3
18,41,210,3.5
18,42,90,1.5
18,43,90,1.5
18,44,90,1.5
18,45,480,8
18,46,90,1.5
18,47,90,1.5
18,48,90,1.5
18,49,90,1.5
18,50,90,1.5
18,51,90,1.5
18,52,90,1.5
18,53,90,1.5
18,54,240,4
18,55,90,1.5
18,56,0,0
18,57,60,1
18,58,90,1.5
18,59,270,4.5
18,60,270,4.5
18,61,300,5
18,62,30,0.5
18,63,90,1.5
18,64,60,1
18,65,60,1
18,66,150,2.5
18,67,150,2.5
18,68,60,1
18,69,60,1
18,70,30,0.5
18,71,210,3.5
18,72,180,3
18,73,60,1
18,74,60,1
18,75,240,4
18,76,210,3.5
18,77,240,4
18,78,120,2
18,79,120,2
18,80,60,1
18,81,0,0
18,82,60,1
18,83,180,3
18,84,150,2.5
18,85,150,2.5
18,86,120,2
18,87,240,4
18,88,240,4
18,89,120,2
18,90,120,2
18,91,120,2
18,92,150,2.5
18,93,90,1.5
18,94,90,1.5
18,95,240,4
18,96,120,2
18,97,60,1
18,98,90,1.5
18,99,210,3.5
18,100,0,0
18,101,90,1.5
18,102,180,3
18,103,150,2.5
18,104,120,2
18,105,210,3.5
18,106,210,3.5
18,107,120,2
18,108,90,1.5
18,109,90,1.5
18,110,60,1
18,111,210,3.5
18,112,120,2
18,113,90,1.5
18,114,90,1.5
18,115,90,1.5
18,116,180,3
18,117,180,3
18,118,210,3.5
18,119,180,3
18,120,180,3
18,121,180,3
18,122,180,3
18,123,180,3
18,124,180,3
18,125,120,2
18,126,210,3.5
18,127,300,5
19,19,150,2.5
19,20,150,2.5
19,21,180,3
19,22,150,2.5
19,23,120,2
19,24,120,2
19,25,150,2.5
19,26,120,2
19,27,120,2
19,28,210,3.5
19,29,90,1.5
19,30,90,1.5
19,31,150,2.5
19,32,90,1.5
19,33,30,0.5
19,34,180,3
19,35,60,1
19,36,210,3.5
19,37,180,3
19,38,210,3.5
19,39,90,1.5
19,40,120,2
19,41,180,3
19,42,60,1
19,43,90,1.5
19,44,90,1.5
19,45,450,7.5
19,46,60,1
19,47,60,1
19,48,60,1
19,49,60,1
19,50,60,1
19,51,60,1
19,52,60,1
19,53,60,1
19,54,210,3.5
19,55,90,1.5
19,56,0,0
19,57,60,1
19,58,90,1.5
19,59,240,4
19,60,240,4
19,61,270,4.5
19,62,0,0
19,63,90,1.5
19,64,90,1.5
19,65,30,0.5
19,66,90,1.5
19,67,90,1.5
19,68,60,1
19,69,60,1
19,70,30,0.5
19,71,150,2.5
19,72,150,2.5
19,73,30,0.5
19,74,60,1
19,75,210,3.5
19,76,180,3
19,77,210,3.5
19,78,90,1.5
19,79,90,1.5
19,80,90,1.5
19,81,30,0.5
19,82,30,0.5
19,83,150,2.5
19,84,150,2.5
19,85,120,2
19,86,90,1.5
19,87,210,3.5
19,88,180,3
19,89,90,1.5
19,90,90,1.5
19,91,90,1.5
19,92,120,2
19,93,60,1
19,94,60,1
19,95,210,3.5
19,96,90,1.5
19,97,30,0.5
19,98,90,1.5
19,99,150,2.5
19,100,30,0.5
19,101,60,1
19,102,150,2.5
19,103,120,2
19,104,120,2
19,105,180,3
19,106,180,3
19,107,90,1.5
19,108,90,1.5
19,109,60,1
19,110,0,0
19,111,180,3
19,112,120,2
19,113,60,1
19,114,60,1
19,115,60,1
19,116,180,3
19,117,180,3
19,118,150,2.5
19,119,150,2.5
19,120,150,2.5
19,121,150,2.5
19,122,180,3
19,123,180,3
19,124,150,2.5
19,125,90,1.5
19,126,180,3
19,127,240,4
20,20,0,0
20,21,270,4.5
20,22,0,0
20,23,30,0.5
20,24,0,0
20,25,0,0
20,26,30,0.5
20,27,0,0
20,28,90,1.5
20,29,240,4
20,30,60,1
20,31,210,3.5
20,32,90,1.5
20,33,120,2
20,34,60,1
20,35,180,3
20,36,150,2.5
20,37,60,1
20,38,120,2
20,39,30,0.5
20,40,150,2.5
20,41,240,4
20,42,180,3
20,43,240,4
20,44,210,3.5
20,45,300,5
20,46,180,3
20,47,180,3
20,48,180,3
20,49,180,3
20,50,150,2.5
20,51,210,3.5
20,52,180,3
20,53,180,3
20,54,120,2
20,55,210,3.5
20,56,150,2.5
20,57,210,3.5
20,58,240,4
20,59,90,1.5
20,60,90,1.5
20,61,120,2
20,62,150,2.5
20,63,90,1.5
20,64,180,3
20,65,90,1.5
20,66,150,2.5
20,67,90,1.5
20,68,90,1.5
20,69,90,1.5
20,70,120,2
20,71,120,2
20,72,210,3.5
20,73,90,1.5
20,74,90,1.5
20,75,120,2
20,76,270,4.5
20,77,120,2
20,78,30,0.5
20,79,30,0.5
20,80,240,4
20,81,180,3
20,82,90,1.5
20,83,30,0.5
20,84,30,0.5
20,85,210,3.5
20,86,90,1.5
20,87,90,1.5
20,88,90,1.5
20,89,120,2
20,90,120,2
20,91,120,2
20,92,150,2.5
20,93,60,1
20,94,90,1.5
20,95,90,1.5
20,96,120,2
20,97,120,2
20,98,90,1.5
20,99,90,1.5
20,100,150,2.5
20,101,180,3
20,102,120,2
20,103,270,4.5
20,104,240,4
20,105,180,3
20,106,180,3
20,107,30,0.5
20,108,90,1.5
20,109,210,3.5
20,110,150,2.5
20,111,270,4.5
20,112,90,1.5
20,113,180,3
20,114,180,3
20,115,180,3
20,116,300,5
20,117,300,5
20,118,120,2
20,119,120,2
20,120,120,2
20,121,300,5
20,122,300,5
20,123,300,5
20,124,300,5
20,125,60,1
20,126,150,2.5
20,127,120,2
21,21,270,4.5
21,22,0,0
21,23,30,0.5
21,24,30,0.5
21,25,0,0
21,26,30,0.5
21,27,30,0.5
21,28,90,1.5
21,29,240,4
21,30,60,1
21,31,210,3.5
21,32,90,1.5
21,33,120,2
21,34,60,1
21,35,210,3.5
21,36,150,2.5
21,37,60,1
21,38,120,2
21,39,60,1
21,40,150,2.5
21,41,240,4
21,42,180,3
21,43,240,4
21,44,240,4
21,45,300,5
21,46,180,3
21,47,180,3
21,48,180,3
21,49,180,3
21,50,180,3
21,51,210,3.5
21,52,180,3
21,53,180,3
21,54,120,2
21,55,240,4
21,56,150,2.5
21,57,210,3.5
21,58,240,4
21,59,90,1.5
21,60,90,1.5
21,61,120,2
21,62,150,2.5
21,63,90,1.5
21,64,180,3
21,65,120,2
21,66,150,2.5
21,67,90,1.5
21,68,120,2
21,69,120,2
21,70,120,2
21,71,90,1.5
21,72,210,3.5
21,73,120,2
21,74,90,1.5
21,75,120,2
21,76,270,4.5
21,77,120,2
21,78,60,1
21,79,30,0.5
21,80,240,4
21,81,210,3.5
21,82,90,1.5
21,83,30,0.5
21,84,30,0.5
21,85,210,3.5
21,86,90,1.5
21,87,90,1.5
21,88,90,1.5
21,89,120,2
21,90,120,2
21,91,120,2
21,92,150,2.5
21,93,90,1.5
21,94,120,2
21,95,90,1.5
21,96,120,2
21,97,120,2
21,98,90,1.5
21,99,90,1.5
21,100,150,2.5
21,101,180,3
21,102,120,2
21,103,270,4.5
21,104,240,4
21,105,180,3
21,106,180,3
21,107,30,0.5
21,108,90,1.5
21,109,240,4
21,110,150,2.5
21,111,270,4.5
21,112,90,1.5
21,113,180,3
21,114,180,3
21,115,180,3
21,116,330,5.5
21,117,330,5.5
21,118,90,1.5
21,119,120,2
21,120,120,2
21,121,300,5
21,122,300,5
21,123,300,5
21,124,300,5
21,125,60,1
21,126,150,2.5
21,127,120,2
22,22,240,4
22,23,240,4
22,24,240,4
22,25,240,4
22,26,240,4
22,27,240,4
22,28,240,4
22,29,270,4.5
22,30,180,3
22,31,60,1
22,32,150,2.5
22,33,210,3.5
22,34,210,3.5
22,35,90,1.5
22,36,180,3
22,37,210,3.5
22,38,210,3.5
22,39,240,4
22,40,90,1.5
22,41,30,0.5
22,42,90,1.5
22,43,120,2
22,44,120,2
22,45,480,8
22,46,90,1.5
22,47,90,1.5
22,48,90,1.5
22,49,90,1.5
22,50,90,1.5
22,51,120,2
22,52,90,1.5
22,53,90,1.5
22,54,210,3.5
22,55,120,2
22,56,210,3.5
22,57,120,2
22,58,120,2
22,59,300,5
22,60,300,5
22,61,300,5
22,62,180,3
22,63,240,4
22,64,300,5
22,65,210,3.5
22,66,120,2
22,67,150,2.5
22,68,210,3.5
22,69,210,3.5
22,70,210,3.5
22,71,180,3
22,72,30,0.5
22,73,210,3.5
22,74,240,4
22,75,210,3.5
22,76,0,0
22,77,210,3.5
22,78,240,4
22,79,240,4
22,80,270,4.5
22,81,240,4
22,82,210,3.5
22,83,210,3.5
22,84,240,4
22,85,30,0.5
22,86,150,2.5
22,87,240,4
22,88,240,4
22,89,120,2
22,90,120,2
22,91,120,2
22,92,90,1.5
22,93,180,3
22,94,180,3
22,95,240,4
22,96,120,2
22,97,210,3.5
22,98,240,4
22,99,180,3
22,100,210,3.5
22,101,90,1.5
22,102,150,2.5
22,103,90,1.5
22,104,60,1
22,105,90,1.5
22,106,90,1.5
22,107,240,4
22,108,240,4
22,109,120,2
22,110,150,2.5
22,111,0,0
22,112,300,5
22,113,90,1.5
22,114,90,1.5
22,115,90,1.5
22,116,120,2
22,117,120,2
22,118,180,3
22,119,150,2.5
22,120,150,2.5
22,121,60,1
22,122,60,1
22,123,60,1
22,124,60,1
22,125,270,4.5
22,126,150,2.5
22,127,270,4.5
23,23,0,0
23,24,0,0
23,25,0,0
23,26,0,0
23,27,0,0
23,28,90,1.5
23,29,210,3.5
23,30,30,0.5
23,31,180,3
23,32,90,1.5
23,33,90,1.5
23,34,60,1
23,35,180,3
23,36,120,2
23,37,60,1
23,38,120,2
23,39,30,0.5
23,40,150,2.5
23,41,210,3.5
23,42,150,2.5
23,43,240,4
23,44,210,3.5
23,45,300,5
23,46,150,2.5
23,47,150,2.5
23,48,150,2.5
23,49,150,2.5
23,50,150,2.5
23,51,180,3
23,52,150,2.5
23,53,150,2.5
23,54,90,1.5
23,55,210,3.5
23,56,150,2.5
23,57,180,3
23,58,210,3.5
23,59,90,1.5
23,60,90,1.5
23,61,120,2
23,62,150,2.5
23,63,90,1.5
23,64,180,3
23,65,90,1.5
23,66,120,2
23,67,90,1.5
23,68,90,1.5
23,69,90,1.5
23,70,120,2
23,71,90,1.5
23,72,180,3
23,73,90,1.5
23,74,90,1.5
23,75,120,2
23,76,240,4
23,77,90,1.5
23,78,30,0.5
23,79,30,0.5
23,80,210,3.5
23,81,180,3
23,82,90,1.5
23,83,30,0.5
23,84,0,0
23,85,180,3
23,86,60,1
23,87,90,1.5
23,88,60,1
23,89,90,1.5
23,90,120,2
23,91,90,1.5
23,92,120,2
23,93,60,1
23,94,90,1.5
23,95,90,1.5
23,96,120,2
23,97,90,1.5
23,98,90,1.5
23,99,90,1.5
23,100,150,2.5
23,101,150,2.5
23,102,90,1.5
23,103,240,4
23,104,210,3.5
23,105,150,2.5
23,106,180,3
23,107,30,0.5
23,108,90,1.5
23,109,210,3.5
23,110,150,2.5
23,111,240,4
23,112,90,1.5
23,113,150,2.5
23,114,150,2.5
23,115,150,2.5
23,116,300,5
23,117,300,5
23,118,90,1.5
23,119,90,1.5
23,120,90,1.5
23,121,270,4.5
23,122,270,4.5
23,123,270,4.5
23,124,270,4.5
23,125,60,1
23,126,120,2
23,127,120,2
24,24,0,0
24,25,0,0
24,26,0,0
24,27,0,0
24,28,60,1
24,29,210,3.5
24,30,30,0.5
24,31,150,2.5
24,32,60,1
24,33,90,1.5
24,34,60,1
24,35,150,2.5
24,36,120,2
24,37,60,1
24,38,90,1.5
24,39,30,0.5
24,40,120,2
24,41,180,3
24,42,150,2.5
24,43,210,3.5
24,44,210,3.5
24,45,300,5
24,46,150,2.5
24,47,150,2.5
24,48,150,2.5
24,49,150,2.5
24,50,120,2
24,51,180,3
24,52,150,2.5
24,53,150,2.5
24,54,90,1.5
24,55,210,3.5
24,56,150,2.5
24,57,180,3
24,58,210,3.5
24,59,90,1.5
24,60,90,1.5
24,61,120,2
24,62,120,2
24,63,90,1.5
24,64,180,3
24,65,90,1.5
24,66,120,2
24,67,60,1
24,68,90,1.5
24,69,90,1.5
24,70,120,2
24,71,60,1
24,72,180,3
24,73,90,1.5
24,74,90,1.5
24,75,90,1.5
24,76,240,4
24,77,90,1.5
24,78,30,0.5
24,79,30,0.5
24,80,210,3.5
24,81,180,3
24,82,90,1.5
24,83,0,0
24,84,0,0
24,85,180,3
24,86,60,1
24,87,60,1
24,88,60,1
24,89,90,1.5
24,90,90,1.5
24,91,90,1.5
24,92,120,2
24,93,60,1
24,94,90,1.5
24,95,60,1
24,96,90,1.5
24,97,90,1.5
24,98,90,1.5
24,99,60,1
24,100,150,2.5
24,101,150,2.5
24,102,60,1
24,103,240,4
24,104,210,3.5
24,105,150,2.5
24,106,150,2.5
24,107,30,0.5
24,108,90,1.5
24,109,180,3
24,110,120,2
24,111,240,4
24,112,90,1.5
24,113,150,2.5
24,114,150,2.5
24,115,150,2.5
24,116,300,5
24,117,300,5
24,118,60,1
24,119,90,1.5
24,120,90,1.5
24,121,270,4.5
24,122,270,4.5
24,123,270,4.5
24,124,270,4.5
24,125,60,1
24,126,120,2
24,127,120,2
25,25,0,0
25,26,0,0
25,27,0,0
25,28,90,1.5
25,29,210,3.5
25,30,30,0.5
25,31,180,3
25,32,60,1
25,33,90,1.5
25,34,60,1
25,35,180,3
25,36,120,2
25,37,60,1
25,38,120,2
25,39,30,0.5
25,40,120,2
25,41,210,3.5
25,42,150,2.5
25,43,210,3.5
25,44,210,3.5
25,45,300,5
25,46,150,2.5
25,47,150,2.5
25,48,150,2.5
25,49,150,2.5
25,50,150,2.5
25,51,180,3
25,52,150,2.5
25,53,150,2.5
25,54,90,1.5
25,55,210,3.5
25,56,150,2.5
25,57,180,3
25,58,210,3.5
25,59,90,1.5
25,60,90,1.5
25,61,120,2
25,62,120,2
25,63,60,1
25,64,180,3
25,65,90,1.5
25,66,120,2
25,67,90,1.5
25,68,90,1.5
25,69,90,1.5
25,70,90,1.5
25,71,90,1.5
25,72,180,3
25,73,90,1.5
25,74,90,1.5
25,75,120,2
25,76,240,4
25,77,90,1.5
25,78,30,0.5
25,79,30,0.5
25,80,210,3.5
25,81,180,3
25,82,90,1.5
25,83,0,0
25,84,0,0
25,85,180,3
25,86,60,1
25,87,90,1.5
25,88,90,1.5
25,89,90,1.5
25,90,90,1.5
25,91,90,1.5
25,92,120,2
25,93,60,1
25,94,90,1.5
25,95,90,1.5
25,96,90,1.5
25,97,90,1.5
25,98,90,1.5
25,99,90,1.5
25,100,150,2.5
25,101,150,2.5
25,102,90,1.5
25,103,240,4
25,104,210,3.5
25,105,150,2.5
25,106,150,2.5
25,107,30,0.5
25,108,90,1.5
25,109,210,3.5
25,110,120,2
25,111,240,4
25,112,90,1.5
25,113,150,2.5
25,114,150,2.5
25,115,150,2.5
25,116,300,5
25,117,300,5
25,118,90,1.5
25,119,90,1.5
25,120,90,1.5
25,121,270,4.5
25,122,270,4.5
25,123,270,4.5
25,124,270,4.5
25,125,60,1
25,126,120,2
25,127,120,2
26,26,0,0
26,27,0,0
26,28,90,1.5
26,29,210,3.5
26,30,30,0.5
26,31,180,3
26,32,90,1.5
26,33,90,1.5
26,34,60,1
26,35,180,3
26,36,120,2
26,37,60,1
26,38,120,2
26,39,30,0.5
26,40,150,2.5
26,41,210,3.5
26,42,150,2.5
26,43,240,4
26,44,210,3.5
26,45,300,5
26,46,150,2.5
26,47,150,2.5
26,48,150,2.5
26,49,150,2.5
26,50,150,2.5
26,51,210,3.5
26,52,180,3
26,53,150,2.5
26,54,90,1.5
26,55,210,3.5
26,56,150,2.5
26,57,210,3.5
26,58,210,3.5
26,59,90,1.5
26,60,90,1.5
26,61,120,2
26,62,150,2.5
26,63,90,1.5
26,64,180,3
26,65,90,1.5
26,66,120,2
26,67,90,1.5
26,68,90,1.5
26,69,90,1.5
26,70,120,2
26,71,90,1.5
26,72,180,3
26,73,90,1.5
26,74,90,1.5
26,75,120,2
26,76,240,4
26,77,90,1.5
26,78,30,0.5
26,79,30,0.5
26,80,210,3.5
26,81,180,3
26,82,90,1.5
26,83,30,0.5
26,84,0,0
26,85,180,3
26,86,90,1.5
26,87,90,1.5
26,88,60,1
26,89,120,2
26,90,120,2
26,91,90,1.5
26,92,150,2.5
26,93,60,1
26,94,90,1.5
26,95,90,1.5
26,96,120,2
26,97,90,1.5
26,98,90,1.5
26,99,90,1.5
26,100,150,2.5
26,101,150,2.5
26,102,90,1.5
26,103,240,4
26,104,240,4
26,105,150,2.5
26,106,180,3
26,107,30,0.5
26,108,90,1.5
26,109,210,3.5
26,110,150,2.5
26,111,240,4
26,112,90,1.5
26,113,150,2.5
26,114,150,2.5
26,115,150,2.5
26,116,300,5
26,117,300,5
26,118,90,1.5
26,119,90,1.5
26,120,90,1.5
26,121,270,4.5
26,122,270,4.5
26,123,270,4.5
26,124,270,4.5
26,125,60,1
26,126,120,2
26,127,120,2
27,27,0,0
27,28,60,1
27,29,210,3.5
27,30,30,0.5
27,31,150,2.5
27,32,60,1
27,33,90,1.5
27,34,60,1
27,35,150,2.5
27,36,120,2
27,37,60,1
27,38,90,1.5
27,39,30,0.5
27,40,120,2
27,41,180,3
27,42,150,2.5
27,43,210,3.5
27,44,180,3
27,45,300,5
27,46,150,2.5
27,47,150,2.5
27,48,150,2.5
27,49,150,2.5
27,50,120,2
27,51,180,3
27,52,150,2.5
27,53,150,2.5
27,54,90,1.5
27,55,210,3.5
27,56,150,2.5
27,57,180,3
27,58,210,3.5
27,59,90,1.5
27,60,90,1.5
27,61,120,2
27,62,120,2
27,63,90,1.5
27,64,180,3
27,65,90,1.5
27,66,90,1.5
27,67,60,1
27,68,90,1.5
27,69,90,1.5
27,70,120,2
27,71,60,1
27,72,180,3
27,73,90,1.5
27,74,90,1.5
27,75,90,1.5
27,76,240,4
27,77,90,1.5
27,78,30,0.5
27,79,30,0.5
27,80,210,3.5
27,81,180,3
27,82,90,1.5
27,83,0,0
27,84,0,0
27,85,180,3
27,86,60,1
27,87,60,1
27,88,60,1
27,89,90,1.5
27,90,90,1.5
27,91,90,1.5
27,92,120,2
27,93,60,1
27,94,60,1
27,95,90,1.5
27,96,90,1.5
27,97,90,1.5
27,98,90,1.5
27,99,60,1
27,100,150,2.5
27,101,120,2
27,102,60,1
27,103,240,4
27,104,210,3.5
27,105,150,2.5
27,106,150,2.5
27,107,30,0.5
27,108,90,1.5
27,109,180,3
27,110,120,2
27,111,240,4
27,112,90,1.5
27,113,150,2.5
27,114,150,2.5
27,115,150,2.5
27,116,270,4.5
27,117,270,4.5
27,118,60,1
27,119,90,1.5
27,120,90,1.5
27,121,270,4.5
27,122,270,4.5
27,123,270,4.5
27,124,270,4.5
27,125,60,1
27,126,120,2
27,127,120,2
28,28,60,1
28,29,210,3.5
28,30,30,0.5
28,31,180,3
28,32,60,1
28,33,90,1.5
28,34,60,1
28,35,180,3
28,36,120,2
28,37,60,1
28,38,90,1.5
28,39,30,0.5
28,40,120,2
28,41,210,3.5
28,42,150,2.5
28,43,210,3.5
28,44,210,3.5
28,45,300,5
28,46,150,2.5
28,47,150,2.5
28,48,150,2.5
28,49,150,2.5
28,50,150,2.5
28,51,180,3
28,52,150,2.5
28,53,150,2.5
28,54,90,1.5
28,55,210,3.5
28,56,150,2.5
28,57,180,3
28,58,210,3.5
28,59,90,1.5
28,60,90,1.5
28,61,120,2
28,62,120,2
28,63,90,1.5
